X,Y,Kod_stacji,Nazwa_stacji,Wysokosc
22.2499429158161,50.0930657886881,"250220190",ŁAŃCUT,"185"
21.7518567020575,50.3666165339002,"250210160",MAJDAN KRÓLEWSKI,"200"
20.2590571580221,50.8104521324391,"250200080",MAŁOGOSZCZ,"294"
21.432831917676,50.2793257417515,"250210210",MIELEC,"170"
21.9859231385185,50.0821234761197,"250219985",MIŁOCIN,"210"
20.111927509114,50.6831624162811,"250209996",NAGŁOWICE,"225"
23.3299581463795,50.3550318755305,"250230090",NAROL,"277"
19.60280460186,50.171141101991,"250190360",NOWA GÓRA,"420"
20.4946472280461,50.958706102649,"250200350",OBLĘGOREK,"329"
20.4611111100199,50.956388891096,"250200030",OBLĘGÓR,"296"
22.9665283222846,50.3134447099088,"250229996",OBSZA,"220"
19.8283024918873,50.2022240263823,"250190340",OJCÓW,"315"
20.1002423277174,50.7364728826193,"250209997",OKSA,"235"
21.6410902575223,50.3113839423127,"250219991",OSTROWY TUSZOWSKIE,"200"
19.2472988960908,50.0398354584905,"250190440",OŚWIĘCIM,"243"
20.0838085944983,50.1996980193805,"250209989",POLANOWICE,"255"
20.0877924616645,50.1182198636184,"250209986",PRUSY,"280"
22.7613213257866,50.1344911585604,"250220180",RADAWA,"185"
21.2698299293421,50.1996729621705,"250210230",RADOMYŚL WIELKI,"190"
20.2309575886033,50.2532549399876,"250200250",RADZIEMICE,"240"
21.0485276235133,50.6715454772372,"250210110",RAKÓW,"220"
21.5955902117042,50.0448836590238,"250210250",ROPCZYCE,"220"
22.3474697433034,50.3262230921575,"250220150",RUDA ŁAŃCUCKA,"170"
23.186202181453,50.3212025914243,"250230110",RUDA RÓŻANIECKA,"229"
22.2500000000317,50.4333333309823,"250229997",RUDNIK,"175"
20.4116721677064,50.8654573581259,"250200050",RYKOSZYN,"274"
21.0771231585536,50.7366968376187,"250210080",SADKÓW,"365"
20.055522626234,50.5625312427454,"250200140",SĘDZISZÓW,"274"
21.7036442863145,50.0781165559706,"250210260",SĘDZISZÓW MAŁOPOLSKI,"210"
20.14864283012,50.1916075252178,"250209988",SKRZESZOWICE,"240"
23.2269652300272,50.4146362417081,"250239996",SKWARKI,"200"
20.3188306060416,50.9525699284308,"250209999",SNOCHOWICE,"240"
22.04145142942,50.5938686816417,"250220090",STALOWA WOLA,"160"
22.9416737575944,50.2380941363903,"250229994",STARY DZIKÓW,"230"
20.9287886437183,50.4445460828364,"250200180",STOPNICA,"230"
20.2982749200838,50.5310317943645,"250209994",STRZESZKOWICE,"220"
21.3870645948519,50.5376966223966,"250219995",SUCHOWOLA,"190"
20.6882301901808,50.524206253024,"250200160",SZANIEC,"262"
20.0346460988431,50.2945611395026,"250209991",SZCZEPANOWICE,"260"
21.0814287874746,50.3137570327323,"250210190",SZCZUCIN,"166"
21.0021232895807,50.5922453617268,"250210140",SZYDŁÓW,"253"
21.6869834849516,50.8350347148153,"250219976",ŚMIŁÓW,"180"
19.7607702252048,50.3123411798591,"250190280",TRZYCIĄŻ,"419"
19.8159409830025,50.1353022484189,"250199988",UJAZD,"260"
20.5294429300888,50.1237437942835,"250209985",UŚCIE SOLNE,"190"
23.1582899025585,50.0177021808848,"250230140",WIELKIE OCZY,"236"
21.9318881299065,50.3413100446446,"250210170",WILCZA WOLA,"190"
20.6798574991305,50.3516570702191,"250209992",WIŚLICA,"175"
20.2027485498689,50.5183164060204,"250209993",WODZISŁAW,"235"
21.1986580020097,50.2722031744456,"250219989",WOLA WADOWSKA,"175"
21.85995452841,50.8017361089634,"250219998",ZAWICHOST,"145"
22.3304904527556,50.4967362116251,"250229998",ZWOLAKI,"170"
20.0549130820187,49.4863055272806,"249200960",NOWY TARG-KOWANIEC,"590"
19.9603175597225,49.293820537783,"349190625",ZAKOPANE,"852"
19.9818189721986,49.2325259538624,"349190650",KASPROWY WIERCH,"1991"
20.6885999933782,49.6271396194517,"349200660",NOWY SĄCZ,"292"
21.7691743943427,49.7067379153447,"349210670",KROSNO,"329"
22.7718791454889,49.8041047291561,"349220695",PRZEMYŚL,"279"
22.3416978591052,49.4664713324208,"349220690",LESKO,"420"
20.6922103178818,50.8104782674897,"350200570",KIELCE-SUKÓW,"260"
19.7948837535394,50.0777066400979,"350190566",KRAKÓW-BALICE,"237"
22.0421051825541,50.1106999535544,"350220580",RZESZÓW-JASIONKA,"206"
21.7159216528586,50.6966277823449,"350210585",SANDOMIERZ,"217"
20.9839404655418,50.0298583726096,"350200575",TARNÓW,"209"
19.8948552536785,49.9724689854219,"249190030",LIBERTÓW,"318"
19.3886485571081,49.8671040039903,"249190090",INWAŁD,"350"
19.1959867506092,49.7893388593119,"249190130",MIĘDZYBRODZIE BIALSKIE,"328"
19.4467406323766,49.7955062467323,"249190140",LESKOWIEC,"872"
19.6880505424073,49.7257381394173,"249190190",MAKÓW PODHALAŃSKI,"361"
19.9921859076206,49.653397238537,"249190320",LUBOŃ WIELKI,"1021"
19.5186606660239,49.6117594069376,"249190350",ZAWOJA,"697"
19.9625000000124,49.6136111110942,"249190370",RABKA,"485"
19.5163572766746,49.5875844729772,"249190390",MARKOWE SZCZAWINY,"1193"
19.9685929108435,49.5441554641345,"249190520",OBIDOWA,"805"
19.9149924677473,49.5386792053979,"249199986",SIENIAWA,"605"
19.6958651155454,49.4721251785926,"249190560",JABŁONKA,"614"
19.8250958231636,49.3274152708022,"249190630",WITÓW,"822"
19.9298014163541,49.3055793690551,"249190780",GUBAŁÓWKA,"1123"
19.788573925452,49.2368431000185,"249190670",POLANA CHOCHOŁOWSKA,"1145"
19.8593991799851,49.2292672087494,"249190680",HALA ORNAK,"1109"
20.495315016912,49.9651531003178,"249200020",ŁAZY,"245"
20.070593619403,49.8775990756992,"249200070",DOBCZYCE,"308"
20.2245633569397,49.7708593504783,"249200110",JODŁOWNIK,"384"
20.8964107676452,49.7862972113261,"249200130",JASTRZĘBIA,"288"
20.6665667418989,49.7099526873456,"249209987",ZBYSZYCE,"310"
20.4183107516334,49.6936791702172,"249200180",LIMANOWA,"515"
20.0643283142196,49.6649432616156,"249209986",MSZANA DOLNA,"411"
20.8865661845755,49.6002182330801,"249200240",PTASZKOWA,"520"
20.4395755006853,49.5595988492103,"249200260",ŁĄCKO,"366"
20.1181589108652,49.544630151424,"249200270",TURBACZ,"1273"
20.12371054991,49.4740419094513,"249200320",ŁOPUSZNA,"570"
20.21180867195,49.4951685630357,"249200330",STUDZIONKI,"904"
20.2817822011356,49.4552622257438,"249200360",MIZERNA,"570"
20.4316636026397,49.4455333749989,"249200370",KROŚCIENKO,"435"
20.3313331768934,49.4383320984158,"249209978",CZORSZTYN-NADZAMCZE,"650"
20.7050000000217,49.4338888910911,"249200410",PIWNICZNA,"379"
20.3157090599631,49.4178879495417,"249200420",NIEDZICA,"534"
20.9607719364732,49.4077698384774,"249200470",KRYNICA,"582"
20.0982359886599,49.3375578900348,"249200480",BUKOWINA TATRZAŃSKA,"902"
20.8862554825345,49.3496841432395,"249200490",MUSZYNA,"445"
20.0347222200131,49.3308333310933,"249200510",PORONIN,"773"
20.0058003279415,49.2439741167186,"249200540",HALA GĄSIENICOWA,"1523"
20.0476523898971,49.2136856741256,"249200550",DOLINA PIĘCIU STAWÓW,"1674"
20.723083800992,49.4250682753001,"249200920",PIWNICZNA,"380"
21.8162640235485,49.8778947130821,"249210040",ŻARNOWA,"220"
21.2956587597774,49.7352884281774,"249210070",BIECZ-GRUDNA,"285"
21.6806887153394,49.5668627430404,"249210140",DUKLA,"385"
21.7882134826893,49.5672985219018,"249210150",IWONICZ-ZDRÓJ,"425"
21.1724542587109,49.4380945149881,"249210230",WYSOWA,"519"
21.6846003272105,49.4310301618279,"249210240",BARWINEK,"450"
22.8113253962606,49.899974545442,"249229996",ZADĄBROWIE,"230"
22.2349992545974,49.8351563657008,"249220040",DYNÓW,"249"
22.4809915828447,49.6871036158315,"249220060",BIRCZA,"324"
22.1852987789164,49.5845948559507,"249220080",SANOK-TREPCZA,"307"
22.6211536964408,49.4432485334674,"249229993",BRZEGI DOLNE,"438"
22.4683505244109,49.3999305141327,"249220150",SOLINA-JAWOR,"459"
22.2835076222212,49.3537546177356,"249220170",BALIGRÓD-MCHAWA,"430"
22.0634226990813,49.3392119238565,"249220180",KOMAŃCZA,"478"
22.4269595311114,49.2973025781774,"249220210",TERKA,"446"
22.2728324147866,49.2083795719925,"249229989",ŻUBRACZE,"630"
22.6831543774537,49.191705032281,"249220280",STUPOSIANY,"547"
22.5516964210293,49.1578138705278,"249220320",POŁONINA WETLIŃSKA,"1226"
22.7913829731063,49.1247538927468,"249220330",TARNAWA NIŻNA,"708"
22.6859276742708,49.0640420970282,"249220340",WOŁOSATE,"752"
20.7869132615667,50.2776923914506,"250200230",BORUSOWA,"171"
21.65,50.5166666710624,"250219994",CHMIELÓW,"180"
21.4442794383477,50.3480055765404,"250210180",CHORZELÓW,"170"
23.1181649624429,50.2335881757037,"250230160",CIESZANÓW,"217"
20.2563741895478,50.0936804011251,"250200280",IGOŁOMIA,"202"
22.3066494151085,50.5685782684013,"250220120",JAROCIN,"183"
20.275424426643,50.6530522360145,"250200340",JĘDRZEJÓW-SUDÓŁ,"261"
19.9584803854647,50.0637971061876,"250190390",KRAKÓW-OBSERWATORIUM,"204"
19.8903920099652,50.0639966879275,"250190470",KRAKÓW-WOLA JUSTOWSKA,"204"
22.4235283509292,50.2506652006679,"250229995",LEŻAJSK,"197"
20.0328699125122,50.3627364974726,"250200210",MIECHÓW,"299"
23.1088888899396,50.261666670636,"250230120",NOWY LUBLINIEC,"215"
20.4205946675714,50.3185511232348,"250200220",SIELEC,"200"
20.2661755351354,50.6289828139796,"250200120",SKRONIÓW,"260"
21.1849736686655,50.594914161688,"250210130",STASZÓW,"219"
22.7566530934124,50.3566411309695,"250220140",TARNOGRÓD,"237"
19.9847886293914,50.1181301910555,"250190450",WĘGRZCE,"285"
20.0525032159418,49.9877893261096,"250200310",WIELICZKA,"240"
21.4931882896931,50.063735501851,"250210240",ZAWADA,"200"
20.035373391083,49.330270408232,"249200930",PORONIN,"776"
22.5857084065761,49.1220024274702,"249220350",WYŻNIAŃSKI WIERCH,"913"
20.9588876650893,50.8493461848986,"250200380",BIELINY PODUCHOWNE,"321"
19.8693516094476,49.2775077059728,"249190660",KOŚCIELISKO-KIRY,"922"
19.883631762714,49.3916725181333,"249190610",RATUŁÓW,"679"
20.0256942205133,49.4338440263373,"249200950",SZAFLARY,"636"
20.8953924578052,49.4178733330464,"249200440",JAWORZYNA KRYNICKA,"1110"
20.9485366020922,49.6199491885382,"249200940",GRYBÓW,"330"
21.4840635004708,49.51642822784,"249210340",KREMPNA,"380"
20.0337126683788,50.7936927100604,"250200370",KONIECZNO,"268"
22.7024455297058,50.0210951257608,"250220220",JAROSŁAW,"180"
19.6851387842949,49.8699042815506,"249190810",KALWARIA ZEBRZYDOWSKA,"312"
19.5407952152224,49.5445402130869,"249190910",STAŃCOWA,"868"
19.5112251288632,49.8772811912598,"249190880",WADOWICE,"265"
20.991129374593,50.1860155541055,"250200360",DĄBROWA TARNOWSKA,"197"
19.545294588232,49.5377283177956,"249190920",LIPNICA WIELKA,"819"
20.0339549085962,49.9726566373921,"249201010",SIERCZA,"336"
20.054439657639,49.6636144628273,"249200980",MSZANA DOLNA,"440"
20.5905037614645,49.7362210996413,"249200990",WRONOWICE,"270"
23.342886900147,50.3296125645901,"250230170",JĘDRZEJÓWKA,"285"
20.0716527573762,49.2011398096307,"249200560",MORSKIE OKO,"1408"
20.8347703900994,50.5453016780091,"250209983",BALICE,"230"
20.9656035065632,49.501045839597,"249209976",BEREST,"510"
22.7064772809483,50.5440337920825,"250229990",BIŁGORAJ,"205"
20.4004658531089,49.977126436856,"249209999",BOCHNIA,"200"
21.2630251091198,50.6507730524953,"250219978",BOGORIA,"255"
23.1363582420652,50.2515830076743,"250239989",CIESZANÓW,"225"
20.2094961264404,49.4657396680092,"249209972",DĘBNO,"536"
21.6049192482298,49.8363417597372,"249219990",FRYSZTAK,"300"
21.3847340251683,50.4172926223846,"250219982",GAWŁUSZOWICE,"155"
20.9001173233924,50.6665576408068,"250209975",GŁUCHÓW K/KIELC,"275"
22.0766357361511,49.6701130227739,"249229987",GRABOWNICA,"320"
20.2591125018365,49.9760268498299,"249209973",GRODKOWICE,"285"
19.9320695576805,49.3069666546677,"249199979",GUBAŁÓWKA,"1120"
18.7055089966906,49.9919231897777,"249180020",WARSZOWICE,"270"
18.3194328900649,49.9278583216144,"249180030",CHAŁUPKI,"205"
18.822111263702,49.9417813205375,"249180040",WISŁA WIELKA,"265"
18.980360127289,49.940861919478,"249180050",GOCZAŁKOWICE-ZDRÓJ,"250"
18.4993258349547,49.920139660656,"249180060",GOŁKOWICE,"235"
18.9857109718794,49.855370858561,"249180070",MAZAŃCOWICE,"297"
18.7652088842989,49.8440348237959,"249180080",OCHABY,"270"
18.6083537936674,49.8352907288065,"249180110",KACZYCE,"280"
18.7940836555108,49.7981659806617,"249180120",SKOCZÓW,"290"
18.8659659019614,49.7751497110654,"249180140",GÓRKI WIELKIE,"370"
18.9733606558112,49.7736891311615,"249180150",WAPIENICA,"456"
18.9424899824166,49.7469446434736,"249180170",BŁATNIA,"882"
18.8524137049553,49.7197900043109,"249180180",USTROŃ-RÓWNICA-WIEŚ,"768"
18.9049639788884,49.7180844775995,"249180190",BRENNA-LEŚNICA,"420"
18.994604323527,49.7030478417529,"249180210",SZCZYRK,"600"
18.8197219823414,49.6833976049932,"249180220",CZANTORIA,"842"
18.9675235553677,49.6446419519507,"249180240",WISŁA-MALINKA,"685"
18.877355226083,49.6282182646518,"249180250",WISŁA-GŁĘBCE,"480"
18.8621653777573,49.5807072446885,"249180270",ISTEBNA-MŁODA GÓRA,"820"
18.9376591363661,49.584705481336,"249180530",ISTEBNA-STECÓWKA,"725"
18.8918859960183,49.5697020260674,"249180290",ISTEBNA-WIEŚ,"580"
19.1257445156644,49.9735228698868,"249190010",JAWISZOWICE,"244"
19.1190625433354,49.7948104211362,"249190120",STRACONKA,"500"
19.2547149651857,49.7403867551131,"249190180",KOCIERZ MOSZCZANICKI,"430"
19.1602895523451,49.7240324794587,"249190210",ŁODYGOWICE,"375"
19.3179487131855,49.7134018475448,"249199991",GILOWICE,"395"
19.3529226772101,49.7175602636523,"249190220",ŚLEMIEŃ,"447"
19.0765705733818,49.6659787914888,"249190290",LIPOWA,"530"
19.3058095379829,49.6607092375851,"249190310",PEWEL MAŁA,"425"
19.3833333300049,49.6666666710945,"249199989",PEWEL WIELKA,"550"
19.4045506370555,49.6557817773869,"249190340",KOSZARAWA,"595"
19.0645756780174,49.5699048600028,"249190380",KAMESZNICA,"470"
19.0793096991616,49.5592016291761,"249190410",MILÓWKA,"485"
19.1872812415473,49.5618720308382,"249190420",ŻABNICA,"585"
19.2993910945059,49.5817262442284,"249190430",SOPOTNIA WIELKA,"745"
19.3483303811785,49.5687111043679,"249190440",KORBIELÓW,"650"
19.318367174717,49.5411679566994,"249190530",PILSKO,"1278"
18.9938194808018,49.5249750317783,"249199985",PIEKŁO,"605"
19.1051753788903,49.5061138379323,"249190540",RAJCZA,"495"
19.1541957762235,49.4547319239831,"249190570",SMEREKÓW MAŁY,"700"
19.0083866916679,49.4262340431949,"249190580",RYCERKA GÓRNA,"710"
19.1483386463955,49.437399113526,"249190750",SOBLÓWKA,"702"
19.405698108236,51.0274579557231,"251190180",BOBRY,"210"
18.9999683507269,51.066339934873,"251190170",WĄSOSZ GÓRNY,"182"
18.3355562855157,50.1298857074105,"250180460",ADAMOWICE,"245"
