"id","X","Y"
149180020,18.3275163394442,49.9212675288037
149180300,18.3266558880614,49.9545336947828
149180010,18.2872222222222,49.9936111111111
150189994,18.2162058008039,50.0959566307347
150180060,18.2296541271749,50.1220828528504
150180030,18.1469226610363,50.3515332138479
150170240,17.9688695717379,50.4763111443319
150170290,17.9387122868266,50.633696716883
150170230,17.9165150258555,50.6698435194576
150170130,17.6622366974622,50.816296606069
150170090,17.4694767954591,50.865571797039
150170040,17.3060309781487,50.9467820009592
151170030,17.1471240275532,51.0817846683066
151160170,16.7267033792067,51.260628213151
151160150,16.4937351992294,51.2257935774668
151160130,16.4433333333333,51.4088888888889
151160060,16.0917863071765,51.6679863267705
151150150,15.7214410457816,51.8020632248841
152150130,15.6091564046738,52.0326344174307
152150050,15.3476846234584,52.0463368150222
152140130,14.8927759606136,52.0525573716384
152140090,14.7283955262256,52.0928666135582
152140050,14.5560057814286,52.3482276155195
152140060,14.6095318405557,52.599692426791
152140020,14.3203470079956,52.7634724235145
152140010,14.1527752394729,52.9282437948555
153140020,14.3821369684668,53.1221579947907
153140030,14.4843236003001,53.2575922881725
153140050,14.5603586027932,53.4225316824203
153140190,14.5928025538035,53.3691000413796
150170160,17.7694444444444,50.0511111111111
150170170,17.7715640793532,50.0515877251962
150179997,17.6032772550167,50.1512528829306
149180130,18.8929971319496,49.571990056194
149180060,18.6297222222222,49.7458333333333
149180070,18.6313668601802,49.7462943369324
149180030,18.4437162293181,49.9238963865953
149180050,NA,NA
149189998,18.6276840994877,49.8850985181423
149180040,18.4963991600913,49.9257883527081
149189999,18.4704953578263,49.9346048499363
150189995,18.1415173302233,50.045527787521
150180040,18.1539113610689,50.0305126574581
150189999,18.016379779951,50.0831619320697
150189996,18.0544017900546,50.0685581472116
150180090,18.3103642748455,50.157907098879
150180200,18.5992991654414,50.0923692860469
150180280,18.6287965147567,50.0856771373837
150180130,18.4828854636519,50.1542836064495
150180110,18.4019589098692,50.2045934146406
150180140,18.5359725385499,50.101034527432
150180120,18.4674556483602,50.2569060106803
150180080,18.2758216004566,50.2847413394251
150189993,18.2637550371355,50.2875925889559
150180250,18.8645224899407,50.2366926318693
150180220,18.6683333333333,50.2980555555556
150180180,18.614886476887,50.3425712408632
150180150,18.5427722850863,50.3800320649406
150189992,18.4260419576969,50.382742797077
150180070,18.2358297801853,50.3573251649532
150180240,18.7279997923496,50.3045028509902
150180170,18.588350370087,50.3864258250367
150180160,18.5430555555556,50.3825
150180010,18.0425544525408,50.3915213519541
150170180,17.7899904422252,50.3157880533254
150179995,17.8989543135668,50.4344674622435
150170110,17.5770546197229,50.3273869502009
150170080,17.429006175284,50.2867839842389
150170220,17.8971831400837,50.448208480492
150189991,18.9331835882165,50.544454768786
150180190,18.6244786792618,50.5711951357397
150180100,18.3426453046129,50.6632699318736
150180050,18.2036563264582,50.6792547718492
150180020,18.0762345721773,50.7400870524644
150180230,18.6898925922562,50.5617320029781
150160190,16.6643657266248,50.1556724860094
150160170,16.6483333333333,50.2936111111111
150160180,16.658625893423,50.4421090651485
150160220,16.7391570304407,50.5042048101121
150169992,16.9132783019119,50.51678661558
150170060,17.3414462204892,50.4810963342497
150170100,17.480452563977,50.6472617085385
150170140,17.674877797571,50.7619414638786
150160210,16.6920946906607,50.2478244865668
150160150,16.6426504287008,50.2979239508661
150160230,16.8702980864137,50.3465761592772
150160200,16.6735247557185,50.3723904024498
150160260,NA,NA
150160240,16.8901016083219,50.2594414809215
150160110,16.6044410386612,50.419665955942
150160080,16.4355962694607,50.5526217033237
150160100,16.5711919531717,50.485043576719
150160270,16.8655355732943,50.5321249821362
150170070,17.3798015603382,50.3163117125196
150170050,17.2973629386036,50.4336039825514
150170120,17.6249224305842,50.6452082247868
150189997,18.0531793894496,50.9731767385646
150189998,NA,NA
150170150,17.7212541314291,50.8787420314957
150179996,17.6901385187905,50.8592401172308
150170200,17.8643491860815,50.9543964918274
150170210,17.8786676854415,50.8605385903241
150179999,17.0408270512438,50.5769782715481
150170010,17.1701849818439,50.8055517720276
150170030,17.2926182932613,50.9477405068547
150179998,17.1739591362941,50.6930483451752
150170020,17.1722717931406,50.7575975148484
150160250,16.8921286624434,50.8022377355079
150160280,16.9905555555556,50.8888888888889
151160230,16.9850621758468,51.0374243730616
151160210,16.9395828821905,51.122865811207
150169991,16.9844146274059,50.8802104075388
150160060,16.403049427825,50.7330053911463
150160070,16.4311178823614,50.7658639530296
150160120,16.5836929180779,50.9156589709187
150160160,16.6496666808825,50.9679588834596
151160190,16.8427537311018,51.1213817058675
150160140,16.6461233811663,50.7262216202447
150160130,16.5838321907983,50.781953172708
150169994,16.5890786520184,50.7220848512304
150160290,16.8291451075892,50.9867829891486
150160030,16.2327896525793,50.877871600757
150169995,16.244057668904,50.9105147916031
150160090,16.4924785013924,50.9529639077607
151160180,16.7926453734568,51.0867332364971
150160050,16.2824216040289,50.7375643588099
150160020,16.3136193042214,50.8604826992675
151170100,17.7566869887813,51.1046727947116
151170090,17.7097717906443,51.0803656425587
151170050,17.4061347565094,51.1059488003604
151179999,17.0970089730884,51.1459938744489
151170020,17.0779267782611,51.1636864069896
151170010,17.0476953211275,51.1710123749931
151179993,17.4434006649924,51.2033557189974
151169995,16.4618669277672,51.1295445138984
151150170,15.8889057231961,51.0170615140936
151160020,16.0261102530032,51.1396123516053
151160050,16.0773676938299,51.157002084058
